sal_id,svc_id,org_id,org_name,service_name,location_name,category,what,eligibility,address_1,city,zip,lat,lon,service_area,phone,phone_label,phone2,phone2_label,phone2_source_url,website,availability,hours_text,flags,notice,status,checked_at_entry,entry_method,source_type,source_name,source_url,internal_note
sal_the_salvation_salvation_army_harbor_light_detroit,,org_the_salvation_army,The Salvation Army,"Salvation Army Harbor Light, Detroit","Salvation Army Harbor Light, Detroit",treatment.detox,"A safe place to stop using, with nurses, for 3 to 5 days. Then live-in or outpatient treatment. Suboxone and Vivitrol offered.",Adults.,3737 Lawton Street,Detroit,48208,42.339136,-83.089920,,313-556-5555,"Treatment team, 24/7",,,,https://www.salvationarmyusa.org/usa-central-territory/great-lakes/metro-detroit/detroit-harbor-light/,always,,walk_in,,active,2026-09-19,auto_check,seed_list,The Salvation Army website,https://www.salvationarmyusa.org/mi/monroe/n-monroe-street/harbor-light/,
sal_quality_behavioral_health_east_grand_blvd,,org_quality_behavioral_health,Quality Behavioral Health,"Quality Behavioral Health, East Grand Blvd","Quality Behavioral Health, East Grand Blvd",treatment.detox,"Detox with staff there day and night, then live-in treatment.",,751 East Grand Blvd,Detroit,48207,42.363272,-83.012656,,313-922-2222,,855-838-4222,24/7 central intake (toll free),,https://www.qbhrecovery.org/,call_first,,,,active,2026-09-19,auto_check,seed_list,Quality Behavioral Health website,https://www.qbhrecovery.org/locations/,
sal_quality_behavioral_health_medbury,,org_quality_behavioral_health,Quality Behavioral Health,"Quality Behavioral Health, Medbury","Quality Behavioral Health, Medbury",treatment.meds,Methadone clinic. Detox and live-in treatment are at this site too.,,6821 Medbury St,Detroit,48211,42.379710,-83.027059,,313-922-2222,,855-838-4222,24/7 central intake (toll free),,https://www.qbhrecovery.org/,call_first,,,,active,2026-09-19,auto_check,seed_list,Quality Behavioral Health website,https://www.qbhrecovery.org/locations/,
sal_quality_behavioral_health_central_intake_gratiot,,org_quality_behavioral_health,Quality Behavioral Health,"Quality Behavioral Health central intake, Gratiot","Quality Behavioral Health central intake, Gratiot",treatment.outpatient,Outpatient treatment and medicine for opioid use disorder. This is also the central intake for all QBH programs.,,7220 Gratiot,Detroit,48213,42.373113,-83.018396,,855-838-4222,24/7 central intake (toll free),,,,https://www.qbhrecovery.org/,call_first,,,,active,2026-09-19,auto_check,seed_list,Quality Behavioral Health website,https://www.qbhrecovery.org/locations/,
sal_sobriety_house,,org_sobriety_house,Sobriety House,Sobriety House,Sobriety House,treatment.residential,"Live-in treatment for men, up to 30 days, plus outpatient visits.",Adult men.,2081 W. Grand Blvd.,Detroit,48208,42.357768,-83.107301,,(313) 895-0500,,,,,https://www.sobrietyhouse.net/,call_first,Walk-ins 24/7; office Mon-Fri 8:30am-4:30pm,"men,walk_in",,active,2026-09-19,auto_check,seed_list,Sobriety House website,https://www.sobrietyhouse.net/,
sal_mariners_inn,,org_mariners_inn,Mariners Inn,Mariners Inn,Mariners Inn,treatment.residential,"Live-in treatment for men, then outpatient groups. Start by calling DWIHN's access line. The front desk can help you call.",Men 18 and older.,445 Ledyard St.,Detroit,48201,42.340121,-83.058624,,(313) 962-9446,Main line,,,,https://www.marinersinn.org/,call_first,,men,,active,2026-09-19,auto_check,seed_list,Mariners Inn website,https://www.marinersinn.org/residential-treatment-programs,
sal_self_help_addiction_shar_main,,org_self_help_addiction_rehabilitation_shar,Self-Help Addiction Rehabilitation (SHAR),SHAR Main,SHAR Main,treatment.residential,"Live-in treatment for up to 120 days, with a unit for women. Vivitrol shots offered. DWIHN must approve your stay first.",,1852 W. Grand Blvd.,Detroit,48208,42.352782,-83.110212,,(313) 894-8444,,,,,https://sharinc.org/,call_first,24/7; DWIHN approval needed first,,,active,2026-09-19,auto_check,seed_list,Self-Help Addiction Rehabilitation (SHAR) website,https://sharinc.org/,
sal_elmhurst_home_james_oden_center,,org_elmhurst_home,Elmhurst Home,"Elmhurst Home, James Oden Center","Elmhurst Home, James Oden Center",treatment.residential,"Live-in treatment for men, 14 to 90 days. Needs a referral, such as from DWIHN. No one is turned away for not being able to pay.",Men.,12007 Linwood,Detroit,48206,42.384545,-83.116341,,(313) 867-1090,,,,,https://ehinc.org/,call_first,Residential intake 24 hours/7 days,"men,sliding_fee,referral_only",,active,2026-09-19,auto_check,seed_list,Elmhurst Home website,https://ehinc.org/,
sal_elmhurst_home_naomi_s_nest,,org_elmhurst_home,Elmhurst Home,"Elmhurst Home, Naomi's Nest","Elmhurst Home, Naomi's Nest",treatment.residential,"Live-in treatment for women, 14 to 90 days. Needs a referral, such as from DWIHN. You do not need insurance or money.",Women.,245 Pitkin,Highland Park,48203,42.407466,-83.108813,,(313) 865-1500,,,,,https://ehinc.org/,call_first,Residential intake 24 hours/7 days,"women,sliding_fee,referral_only",,active,2026-09-19,auto_check,seed_list,Elmhurst Home website,https://ehinc.org/,
sal_new_light_recovery_center,,org_new_light_recovery_center,New Light Recovery Center,New Light Recovery Center,New Light Recovery Center,treatment.meds,"Methadone clinic with counseling. Suboxone and Vivitrol too. New-patient hours are not posted, so call first.",,300 W. McNichols,Detroit,48203,42.417771,-83.108409,,(313) 867-8015,,,,,https://www.nlrc.net/,scheduled,,,,active,2026-09-19,auto_check,seed_list,New Light Recovery Center website,https://www.nlrc.net/,
sal_rainbow_center_of_michigan,,org_rainbow_center_of_michigan,Rainbow Center of Michigan,Rainbow Center of Michigan,Rainbow Center of Michigan,treatment.meds,Methadone clinic with counseling.,Ages 21 and older.,12501 Hamilton Ave.,Highland Park,48203,42.394423,-83.100907,,313-865-1580,Main line,1-800-965-7754,24-hour access line,,https://rainbowcm.com/,call_first,,,,active,2026-09-19,auto_check,seed_list,Rainbow Center of Michigan website,https://rainbowcm.com/,
sal_detroit_recovery_project_eastside,,org_detroit_recovery_project,Detroit Recovery Project,"Detroit Recovery Project, Eastside","Detroit Recovery Project, Eastside",treatment.outpatient,"Outpatient treatment, medicine for opioid use disorder, recovery coaches, and help after jail or prison.",,1121 East McNichols Rd.,Detroit,48203,42.418179,-83.092196,,(313) 365-3100,,,,,https://www.recovery4detroit.com/,call_first,,reentry,,active,2026-09-19,auto_check,seed_list,Detroit Recovery Project website,https://www.recovery4detroit.com/services/,
sal_changing_lives_class_agency,,org_changing_lives_and_staying_sober_class,Changing Lives and Staying Sober (CLASS),CLASS Agency,CLASS Agency,treatment.outpatient,"Outpatient counseling for drug and alcohol use, for adults, teens and children.",,22000 Grand River Ave,Detroit,48219,42.416565,-83.257673,,313-412-2160,,,,,https://www.class-agency.org/,scheduled,,youth,,active,2026-09-19,auto_check,seed_list,Changing Lives and Staying Sober (CLASS) website,https://www.class-agency.org/contacts,
sal_centers_for_family_development,,org_centers_for_family_development,Centers for Family Development,Centers for Family Development,Centers for Family Development,treatment.outpatient,"Outpatient treatment for teens and adults with drug or alcohol problems, and help for their families.",Wayne County teens and adults who have Medicaid.,2995 E. Grand Blvd,Detroit,48202,42.371073,-83.070655,,313-758-0150,Intake,,,,https://centersforfamilydevelopment.org/,call_first,,"medicaid,youth",,active,2026-09-19,auto_check,seed_list,Centers for Family Development website,https://centersforfamilydevelopment.org/index.php/programs/mentalhealth/substance.html,
sal_pope_francis_center_day_center,,org_pope_francis_center,Pope Francis Center,Pope Francis Center day center,Pope Francis Center day center,shelter.day,"A place to be in the morning. Showers, laundry, restrooms, mail, phone and internet. No ID needed.","Anyone. No ID, paperwork or screening needed.",438 Saint Antoine St,Detroit,48226,42.331843,-83.038401,,313-964-2823,,,,,https://popefranciscenter.org,scheduled,,"walk_in,no_id_required",,active,2026-09-19,auto_check,seed_list,Pope Francis Center website,https://popefranciscenter.org/our-work/day-center/,
sal_noah_project_noah_mail_and_drop_in_help,,org_noah_project,NOAH Project,NOAH mail and drop-in help,NOAH mail and drop-in help,shelter.day,"Use NOAH as your mailing address. Drop-in help getting an ID or birth certificate, and signing up for SNAP or Medicaid.",For people without housing.,23 E Adams Ave,Detroit,48226,42.337180,-83.050580,,313-965-5422,,,,,https://noahatcentral.org,call_first,,walk_in,,active,2026-09-19,auto_check,seed_list,NOAH Project website,https://noahatcentral.org/what-we-do/casework/,
sal_central_city_health,,org_central_city_health,Central City Health,Central City Health,Central City Health,treatment.outpatient,Treatment for drug or alcohol use while you live at home. Offers buprenorphine (Suboxone) and naltrexone (Vivitrol). Takes Medicaid. Sliding fee.,,"10 Peterboro Street, 3rd Floor",Detroit,48201,42.345348,-83.056843,,313-831-3160,,,,,https://www.centralcityhealth.com,call_first,,"medicaid,sliding_fee",,active,2026-09-19,auto_check,seed_list,Central City Health website,https://www.centralcityhealth.com,
sal_team_east_clinic,,org_team_wellness_center,Team Wellness Center,Treatment for drug or alcohol use,"Team Jefferson, Team Wellness Center",treatment.outpatient,Treatment for drug or alcohol use while you live at home. Team Wellness calls it a Suboxone clinic. Call this clinic first to check it has what you need.,,11105 E Jefferson Ave.,Detroit,48214,42.366028,-82.972783,,313-332-0257,Team Jefferson,,,,https://teamwellnesscenter.com,scheduled,,,"Team Wellness lists its services for the whole organisation, not clinic by clinic, so call before you go. Their site that is open all day and night is Team East Clinic, 6309 Mack Ave., (313) 331-3435.",active,2026-09-20,web,seed_list,Team Wellness Center website,https://teamwellnesscenter.com/services/,"[2026-09-20] teamwellnesscenter.com/services/ (the cited page) re-read today: under Substance Abuse it says only ""Our Suboxone clinic helps individuals manage their condition and ultimately end the abuse or misuse of opioids"". It does not name buprenorphine, naltrexone or Vivitrol and says nothing about Medicaid, and neither does their own /suboxone/ or /substance-abuse/ page, so those claims and the medicaid flag are cut (DECISIONS 2026-09-19: never state cost or coverage no page supports). Their /sliding-fee-scale/ page does say services are offered ""regardless of their ability to pay"" on a sliding fee scale; a steward can add that from that page if they want it. [2026-09-20] Was ""Team East Clinic, 11105 Jefferson Avenue, Lillibridge Residential"" carrying 313-396-5300 (which is their Eastern Market clinic's number) and no hours. Team Wellness's own services page, re-read today, prints ""Team Jefferson - 11105 E Jefferson Ave., Detroit, MI 48214 - (313) 332-0257 - Mon-Fri 9:00AM-5:00PM"" and ""Team East Clinic - 6309 Mack Ave., Detroit, MI 48207 - (313) 331-3435 - 24/7"". 6309 Mack is already live as sal_detroit_wayne_east_detroit_crisis_stabilization_unit, so this row keeps the Jefferson door it already pointed at and is re-described, instead of double-listing the same door. Their page does not tie services to clinics, hence the notice. Approved by Kyle 2026-09-20; CHECKS-2026-09-20 1.1, docs/research/2026-09-20/dhd-and-hand-checks.md."
sal_team_wellness_center,,org_team_wellness_center,Team Wellness Center,Treatment for drug or alcohol use,"Eastern Market Clinic, Team Wellness Center",treatment.outpatient,Treatment for drug or alcohol use while you live at home. Team Wellness calls it a Suboxone clinic. Call this clinic first to check it has what you need.,,2925 Russell St.,Detroit,48207,42.348251,-83.041819,,313-396-5300,,,,,https://teamwellnesscenter.com,scheduled,,,"Team Wellness lists its services for the whole organisation, not clinic by clinic, so call before you go. Their site that is open all day and night is Team East Clinic, 6309 Mack Ave., (313) 331-3435.",active,2026-09-20,web,seed_list,Team Wellness Center website,https://teamwellnesscenter.com/services/,"[2026-09-20] teamwellnesscenter.com/services/ (the cited page) re-read today: under Substance Abuse it says only ""Our Suboxone clinic helps individuals manage their condition and ultimately end the abuse or misuse of opioids"". It does not name buprenorphine, naltrexone or Vivitrol and says nothing about Medicaid, and neither does their own /suboxone/ or /substance-abuse/ page, so those claims and the medicaid flag are cut (DECISIONS 2026-09-19: never state cost or coverage no page supports). Their /sliding-fee-scale/ page does say services are offered ""regardless of their ability to pay"" on a sliding fee scale; a steward can add that from that page if they want it. [2026-09-20] Named as its owner names it. Team Wellness’s own services page, re-read today, prints ""Eastern Market Clinic - 2925 Russell St., Detroit, MI 48207 - (313) 396-5300 - Mon-Fri 8:00AM - 6:00PM""; the row was the generic ""Team Wellness Center"" with no hours. Address 2925 Russell Street -> 2925 Russell St. as printed (same door, so coordinates stand), phone unchanged, hours added as a schedule. Their page does not tie services to clinics, hence the notice. Approved by Kyle 2026-09-20 (publish what each organisation’s own website says); CHECKS-2026-09-20 1.1."
